"property_id","date_added","unit_mix_id","type","area","quantity","avg_market_rent","avg_effective_rent"
"1076","2020-09-24",9,"2B/2B/0",1344,4,1667,1459
"1076","2020-09-24",10,"2B/2B/0 L",1392,8,1725,1509
"1076","2020-09-24",11,"2B/2B/0 L",1504,12,1570,1570
"1077","2020-09-24",1,"1B/1B/0",768,38,820,820
"1077","2020-09-24",2,"1B/1B/0",815,37,850,850
"1077","2020-09-24",3,"1B/1B/0 L",832,37,900,900
"1077","2020-09-24",4,"2B/2B/0",1036,36,1045,1045
"1077","2020-09-24",5,"2B/2B/0",1091,36,1070,1070
"1078","2020-09-24",1,"1B/1B/0",820,44,1790,1790
"1078","2020-09-24",2,"1B/1B/0",917,16,1920,1920
"1078","2020-09-24",3,"2B/2B/0",1082,36,2081,2081
"1078","2020-09-24",4,"2B/2B/0",1114,28,2052,2052
"1078","2020-09-24",5,"2B/2B/0",1129,52,2101,2101
"1078","2020-09-24",6,"3B/2B/0",1290,56,2405,2405
"1079","2020-09-24",1,"1B/1B/0",840,72,990,990
"1079","2020-09-24",2,"2B/2B/0",1078,48,1209,1209
"1079","2020-09-24",3,"2B/2B/0",1155,64,1202,1202
"1079","2020-09-24",4,"2B/2B/0",1270,24,1285,1285
"1079","2020-09-24",5,"3B/2B/0",1314,32,1470,1470
"1079","2020-09-24",6,"3B/2B/0",1606,32,1681,1681
"1080","2020-09-24",1,"1B/1B/0",650,72,1327,1327
"1080","2020-09-24",2,"1B/1B/0",750,60,1409,1409
"1080","2020-09-24",3,"1B/1B/0 D",869,40,1464,1464
"1080","2020-09-24",4,"2B/1B/0 D",925,12,1453,1453
"1080","2020-09-24",5,"2B/2B/0",1070,96,1558,1558
"1081","2020-09-24",1,"1B/1B/0",600,24,1524,1524
"1081","2020-09-24",2,"1B/1B/0",700,42,1591,1591
"1081","2020-09-24",3,"2B/1B/0",900,33,1752,1752
"1081","2020-09-24",4,"2B/2B/0",1000,28,1810,1810
"1081","2020-09-24",5,"3B/2B/0",1109,28,2357,2357
"1082","2020-09-24",1,"1B/1B/0",695,46,1176,1176
"1082","2020-09-24",2,"2B/1B/0",930,42,1321,1321
"1082","2020-09-24",3,"2B/2B/0",984,30,1400,1400
"1082","2020-09-24",4,"3B/2B/0",1200,31,1620,1620
"1083","2020-09-24",1,"0B/1B/0",425,7,1605,1605
"1083","2020-09-24",2,"1B/1B/0",490,9,1625,1625
"1083","2020-09-24",3,"1B/1B/0",569,9,1649,1649
"1083","2020-09-24",4,"1B/1B/0",627,34,1765,1765
"1083","2020-09-24",5,"1B/1B/0 D",728,1,1763,1763
"1083","2020-09-24",6,"2B/1B/0",715,5,2265,2265
"1083","2020-09-24",7,"2B/1B/0",743,4,2199,2199
"1083","2020-09-24",8,"2B/1B/1 T",1014,5,2695,2695
"1083","2020-09-24",9,"2B/2B/0",840,5,2399,2399
"1083","2020-09-24",10,"2B/2B/0",975,1,2268,2268
"1083","2020-09-24",11,"2B/2B/0",986,1,2268,2268
"1083","2020-09-24",12,"2B/2B/1 T",1380,1,2860,2860
"1084","2020-09-24",1,"1B/1B/0",754,120,892,892
"1084","2020-09-24",2,"2B/2B/0",1140,102,998,998
"1084","2020-09-24",3,"2B/2B/0",1167,102,1014,1014
"1084","2020-09-24",4,"2B/2B/1 T",1309,36,1267,1267
"1085","2020-09-24",1,"1B/1B/0",528,102,788,788
"1085","2020-09-24",2,"1B/1B/0",640,210,902,902
"1085","2020-09-24",3,"2B/1B/1",855,80,1056,1056
"1085","2020-09-24",4,"2B/2B/0",967,80,1150,1150
"1086","2020-09-24",1,"1B/1B/0",700,39,1506,1506
"1086","2020-09-24",2,"2B/1B/0",834,24,1675,1675
"1086","2020-09-24",3,"2B/2B/0",962,21,1800,1800
"1086","2020-09-24",4,"3B/2B/0",1147,30,2216,2216
"1087","2020-09-24",1,"1B/1B/0",950,152,1075,1075
"1087","2020-09-24",2,"2B/2B/0",1230,104,1309,1309
"1087","2020-09-24",3,"2B/2B/0",1245,50,1380,1380
"1087","2020-09-24",4,"2B/2B/0",1245,64,1374,1374
"1087","2020-09-24",5,"3B/2B/0",1435,40,1570,1570
"1088","2020-09-24",1,"1B/1B/0",600,56,996,996
"1088","2020-09-24",2,"2B/1B/1",900,64,1135,1135
"1088","2020-09-24",3,"2B/2B/0",925,96,1173,1173
"1088","2020-09-24",4,"3B/2B/0",1100,24,1417,1417
"1089","2020-09-24",1,"2B/1B/0",946,8,975,975
"1089","2020-09-24",2,"2B/1B/1 T",1154,29,1150,1150
"1089","2020-09-24",3,"2B/2B/0",1057,8,1200,1200
"1089","2020-09-24",4,"2B/2B/1 T",1181,59,1250,1250
"1089","2020-09-24",5,"3B/2B/0",1162,4,1300,1300
"1089","2020-09-24",6,"3B/2B/1 T",1705,16,1375,1375
"1090","2020-09-24",1,"1B/1B/0",500,96,616,616
"1090","2020-09-24",2,"1B/1B/0",600,96,689,689
"1090","2020-09-24",3,"1B/1B/0",700,144,699,699
"1090","2020-09-24",4,"2B/2B/0",940,48,841,841
"1090","2020-09-24",5,"2B/2B/0",1010,64,901,901
"1091","2020-09-24",1,"1B/1B/0",750,88,985,985
"1091","2020-09-24",2,"1B/1B/0",750,20,1000,1000
"1091","2020-09-24",3,"2B/2B/0",1000,72,1190,1190
"1091","2020-09-24",4,"2B/2B/0",1000,72,1190,1190
"1091","2020-09-24",5,"2B/2B/0",1029,40,1248,1248
"1091","2020-09-24",6,"3B/2B/0",1200,20,1500,1500
"1092","2020-09-24",1,"1B/1B/0",522,77,868,868
"1092","2020-09-24",2,"1B/1B/0",634,1,582,582
"1092","2020-09-24",3,"1B/1B/0",650,78,1287,1287
"1092","2020-09-24",4,"1B/1B/0",840,24,1257,1257
"1092","2020-09-24",5,"1B/1B/0",880,59,1321,1321
"1092","2020-09-24",6,"1B/1B/0",896,1,723,723
"1092","2020-09-24",7,"2B/1B/0 D",1033,48,1380,1338
"1092","2020-09-24",8,"2B/1B/1 D",1017,52,1460,1418
"1092","2020-09-24",9,"2B/2B/0",969,40,1437,1395
"1092","2020-09-24",10,"2B/2B/0",1148,40,1602,1560
"1092","2020-09-24",11,"2B/2B/0",1179,70,1586,1544
"1092","2020-09-24",12,"2B/2B/0",1248,50,1588,1546
"1092","2020-09-24",13,"2B/2B/0",1322,36,1595,1553
"1092","2020-09-24",14,"2B/2B/0",1343,12,1526,1526
"1092","2020-09-24",15,"2B/2B/1 T",1282,12,990,990
"1092","2020-09-24",16,"3B/2B/0",1300,10,1567,1567
"1093","2020-09-24",1,"1B/1B/0",700,112,1407,1407
"1093","2020-09-24",2,"1B/1B/0 L",700,20,1478,1478
"1093","2020-09-24",3,"2B/1B/0",800,20,1565,1565
"1093","2020-09-24",4,"2B/1B/0",1000,44,1605,1605
"1093","2020-09-24",5,"2B/1B/1 T",1009,36,1831,1831
"1093","2020-09-24",6,"2B/1B/1 T",1050,28,1886,1886
"1094","2020-09-24",1,"1B/1B/0",724,85,1263,1210
"1094","2020-09-24",2,"2B/2B/0",842,39,1385,1327
"1094","2020-09-24",3,"2B/2B/0",878,78,1390,1332
"1094","2020-09-24",4,"2B/2B/0",886,19,1451,1391
"1094","2020-09-24",5,"2B/2B/0",992,38,1436,1376
"1095","2020-09-24",1,"1B/1B/0",620,35,1501,1501
"1095","2020-09-24",2,"1B/1B/0",680,35,1536,1536
"1095","2020-09-24",3,"2B/1B/0",896,24,1604,1604
"1095","2020-09-24",4,"2B/2B/0",1003,102,1738,1738
"1096","2020-09-24",1,"1B/1B/0",500,56,888,888
"1096","2020-09-24",2,"1B/1B/0",720,48,979,979
"1096","2020-09-24",3,"1B/1B/0",800,76,993,993
"1096","2020-09-24",4,"2B/2B/0",900,60,1329,1329
"1096","2020-09-24",5,"2B/2B/0",1010,20,1403,1403
"1097","2020-09-24",1,"1B/1B/0",675,102,999,999
"1097","2020-09-24",2,"2B/1B/0",800,102,1150,1150
"1097","2020-09-24",3,"2B/2B/0",850,96,1150,1150
"1097","2020-09-24",4,"2B/2B/0 D",1019,19,1150,1150
"1097","2020-09-24",5,"2B/2B/0 D",1019,17,1150,1150
"1097","2020-09-24",6,"3B/2B/0",1019,84,1200,1200
"1098","2020-09-24",1,"0B/1B/0",520,88,551,551
"1098","2020-09-24",2,"1B/1B/0",720,304,592,592
"1098","2020-09-24",3,"2B/2B/0",920,112,746,746
"1099","2020-09-24",1,"1B/1B/0",678,61,1050,988
"1099","2020-09-24",2,"1B/1B/0",764,60,1116,1054
"1099","2020-09-24",3,"2B/1B/0",980,102,1222,1180
"1099","2020-09-24",4,"2B/2B/0",1029,103,1262,1220
"11","2020-09-12",1,"1B/1B/0",620,40,1264,1264
"11","2020-09-12",2,"1B/1B/0",620,40,1264,1264
"11","2020-09-12",3,"1B/1B/0",710,32,1349,1349
"11","2020-09-12",4,"1B/1B/0",800,32,1379,1379
"11","2020-09-12",5,"2B/2B/0",965,28,1495,1495
"11","2020-09-12",6,"2B/2B/0",1000,24,1535,1535
"11","2020-09-12",7,"2B/2B/0 D",1050,28,1515,1515
"11","2020-09-12",8,"2B/2B/0 D",1120,24,1575,1575
"11","2020-09-23",1,"1B/1B/0",620,40,1264,1264
"11","2020-09-23",2,"1B/1B/0",620,40,1264,1264
"11","2020-09-23",3,"1B/1B/0",710,32,1349,1349
"11","2020-09-23",4,"1B/1B/0",800,32,1379,1379
"11","2020-09-23",5,"2B/2B/0",965,28,1495,1495
"11","2020-09-23",6,"2B/2B/0",1000,24,1535,1535
"11","2020-09-23",7,"2B/2B/0 D",1050,28,1515,1515
"11","2020-09-23",8,"2B/2B/0 D",1120,24,1575,1575
"110","2020-09-12",1,"1B/1B/0",650,72,795,795
"110","2020-09-12",2,"2B/1B/0",850,55,955,955
"110","2020-09-23",1,"1B/1B/0",650,72,795,795
"110","2020-09-23",2,"2B/1B/0",850,55,955,955
"1100","2020-09-24",1,"1B/1B/0",700,66,819,802
"1100","2020-09-24",2,"1B/1B/0",756,22,869,852
"1100","2020-09-24",3,"2B/1B/1 T",1100,4,1224,1199
"1100","2020-09-24",4,"2B/2B/0",963,78,999,974
"1100","2020-09-24",5,"2B/2B/0",1008,26,1029,1004
"1100","2020-09-24",6,"2B/2B/1 T",1440,4,1399,1374
"1101","2020-09-24",1,"1B/1B/0",600,24,1411,1411
"1101","2020-09-24",2,"1B/1B/0",725,38,1443,1443
"1101","2020-09-24",3,"2B/1B/0",935,36,1655,1655
"1101","2020-09-24",4,"2B/2B/0",1025,24,1843,1843
"1101","2020-09-24",5,"3B/2B/0",1160,24,1674,1674
"1101","2020-09-24",6,"3B/2B/0",1160,6,1693,1693
"1102","2020-09-24",1,"1B/1B/0",585,20,1477,1477
"1102","2020-09-24",2,"1B/1B/0",711,57,1595,1595
"1102","2020-09-24",3,"2B/1B/0",878,50,1600,1600
"1102","2020-09-24",4,"2B/2B/0",980,12,1668,1668
"1102","2020-09-24",5,"3B/2B/0",1090,24,2000,2000
"1102","2020-09-24",6,"3B/2B/0",1097,33,1988,1988
"1102","2020-09-24",7,"3B/2B/0",1180,24,1980,1980
"1103","2020-09-24",1,"1B/1B/0",688,80,684,684
"1103","2020-09-24",2,"1B/1B/0",736,88,717,717
"1103","2020-09-24",3,"2B/2B/0",963,72,724,724
"1103","2020-09-24",4,"2B/2B/0",966,48,839,839
"1104","2020-09-24",1,"1B/1B/0",812,44,1314,1314
"1104","2020-09-24",2,"1B/1B/0",849,88,1314,1314
"1104","2020-09-24",3,"2B/2B/0",1164,14,1568,1568
"1104","2020-09-24",4,"2B/2B/0",1178,88,1565,1565
"1104","2020-09-24",5,"2B/2B/0",1194,42,1601,1601
"1104","2020-09-24",6,"3B/2B/0",1275,40,1885,1885
"1106","2020-09-24",1,"1B/1B/0",780,96,950,950
"1106","2020-09-24",2,"2B/2B/0",980,192,1170,1170
"1107","2020-09-24",1,"0B/1B/0",500,12,1391,1391
"1107","2020-09-24",2,"1B/1B/0",600,40,1521,1521
"1107","2020-09-24",3,"1B/1B/0",650,12,1568,1568
"1107","2020-09-24",4,"1B/1B/0",700,8,1630,1630
"1107","2020-09-24",5,"2B/1B/0",900,16,2125,2125
"1107","2020-09-24",6,"2B/2B/0",950,8,2385,2385
"1109","2020-09-24",1,"1B/1B/0",600,92,922,922
"1109","2020-09-24",2,"1B/1B/0 T",735,124,1019,1019
"1109","2020-09-24",3,"2B/1B/1 T",1100,92,1413,1413
"1109","2020-09-24",4,"2B/2B/0",918,124,1405,1405
"111","2020-09-12",1,"1B/1B/0",750,56,960,918
"111","2020-09-12",2,"1B/1B/0 D",920,48,940,940
"111","2020-09-12",3,"2B/1B/0",920,24,1161,1119
"111","2020-09-12",4,"2B/2B/0",1055,120,1156,1114
"111","2020-09-23",1,"1B/1B/0",750,56,960,918
"111","2020-09-23",2,"1B/1B/0 D",920,48,940,940
"111","2020-09-23",3,"2B/1B/0",920,24,1161,1119
"111","2020-09-23",4,"2B/2B/0",1055,120,1156,1114
"1110","2020-09-24",1,"1B/1B/0",600,56,640,640
"1110","2020-09-24",2,"1B/1B/0",700,56,705,705
"1110","2020-09-24",3,"1B/1B/0",800,48,782,782
"1110","2020-09-24",4,"2B/2B/0",1000,40,804,804
"1111","2020-09-24",1,"1B/1B/0",585,42,810,810
"1111","2020-09-24",2,"1B/1B/0",645,42,926,926
"1111","2020-09-24",3,"1B/1B/0",684,39,866,866
"1111","2020-09-24",4,"2B/1B/0",759,39,920,920
"1111","2020-09-24",5,"2B/1B/0",814,42,970,970
"1111","2020-09-24",6,"2B/2B/0",880,42,1036,1036
"1112","2020-09-24",1,"0B/1B/0",549,72,960,960
"1112","2020-09-24",2,"1B/1B/0",734,252,1020,1020
"1112","2020-09-24",3,"2B/1B/0",963,228,1181,1181
"1112","2020-09-24",4,"2B/2B/0 T",1050,14,1404,1372
"1112","2020-09-24",5,"3B/2B/0",1162,24,1570,1570
"1113","2020-09-24",1,"1B/1B/0",740,30,1065,1065
"1113","2020-09-24",2,"1B/1B/0",740,29,1480,1480
"1113","2020-09-24",3,"1B/1B/0",740,30,1318,1208
"1113","2020-09-24",4,"2B/2B/0",950,6,1520,1520
"1113","2020-09-24",5,"2B/2B/0",950,6,1550,1550
"1113","2020-09-24",6,"2B/2B/0",950,7,1560,1560
"1113","2020-09-24",7,"2B/2B/0",955,6,1595,1462
"1113","2020-09-24",8,"2B/2B/0",955,6,1731,1731
"1113","2020-09-24",9,"2B/2B/0",955,6,1550,1421
"1113","2020-09-24",10,"2B/2B/0 D",1170,6,1897,1897
"1113","2020-09-24",11,"2B/2B/0 D",1170,6,1914,1914
"1113","2020-09-24",12,"2B/2B/0 D",1170,6,1685,1685
"1114","2020-09-24",1,"1B/1B/0",580,44,1304,1304
"1114","2020-09-24",2,"1B/1B/0",770,42,1370,1370
"1114","2020-09-24",3,"2B/1B/0",875,57,1618,1618
"1114","2020-09-24",4,"2B/2B/0",995,26,1750,1750
"1114","2020-09-24",5,"3B/2B/0",1230,62,1895,1895
"1115","2020-09-24",1,"0B/1B/0",574,16,1400,1400
"1115","2020-09-24",2,"1B/1B/0",735,55,1685,1685
"1115","2020-09-24",3,"1B/1B/0",946,39,1511,1511
"1115","2020-09-24",4,"2B/1B/0",758,6,2275,2275
"1115","2020-09-24",5,"2B/2B/0",907,33,3075,3075
"1116","2020-09-24",1,"1B/1B/0",730,84,1565,1565
"1116","2020-09-24",2,"1B/1B/0 D",950,40,1626,1626
"1116","2020-09-24",3,"2B/2B/0",960,75,1865,1865
"1116","2020-09-24",4,"2B/2B/0",980,75,1647,1647
"1116","2020-09-24",5,"2B/2B/0 T",1100,32,1498,1498
"1116","2020-09-24",6,"3B/2B/1 T",1300,32,2405,2405
"1117","2020-09-24",1,"1B/1B/0",825,76,1189,1189
"1117","2020-09-24",2,"2B/1B/0",940,85,1200,1200
"1117","2020-09-24",3,"2B/2B/0",960,99,1383,1383
"1117","2020-09-24",4,"2B/2B/0",960,38,1369,1369
"1117","2020-09-24",5,"3B/2B/0",1060,52,1574,1574
"1118","2020-09-24",1,"1B/1B/0",697,86,799,799
"1118","2020-09-24",2,"2B/2B/0",931,134,899,899
"1120","2020-09-24",1,"1B/1B/0",608,72,630,630
"1120","2020-09-24",2,"1B/1B/0",680,80,701,701
"1120","2020-09-24",3,"1B/1B/0",720,80,665,665
"1120","2020-09-24",4,"1B/1B/0 D",850,32,730,730
"1120","2020-09-24",5,"2B/2B/0",908,80,774,774
"1121","2020-09-24",1,"1B/1B/0",650,84,1327,1327
"1121","2020-09-24",2,"1B/1B/0",750,66,1202,1202
"1121","2020-09-24",3,"1B/1B/0 D",869,58,1349,1349
"1121","2020-09-24",4,"1B/1B/0 D",925,24,1365,1365
"1121","2020-09-24",5,"2B/2B/0",1070,104,1445,1445
"1122","2020-09-24",1,"0B/1B/0",515,46,690,690
"1122","2020-09-24",2,"1B/1B/0",555,136,695,695
"1122","2020-09-24",3,"1B/1B/0",686,38,745,745
"1122","2020-09-24",4,"1B/1B/0",773,80,790,790
"1122","2020-09-24",5,"2B/1B/1",889,64,885,885
"1122","2020-09-24",6,"2B/2B/0",1073,47,965,965
"1123","2020-09-24",1,"1B/1B/0",654,54,1010,1010
"1123","2020-09-24",2,"1B/1B/0",729,76,1065,1065
"1123","2020-09-24",3,"1B/1B/0",842,76,1050,1050
"1123","2020-09-24",4,"2B/1B/0",942,30,1220,1220
"1123","2020-09-24",5,"2B/2B/0",974,76,1270,1270
"1123","2020-09-24",6,"2B/2B/0",1021,52,1356,1356
"1125","2020-09-24",1,"1B/1B/0",575,20,1317,1317
"1125","2020-09-24",2,"1B/1B/0",615,18,1390,1390
"1125","2020-09-24",3,"1B/1B/0",645,25,1341,1341
"1125","2020-09-24",4,"1B/1B/0",665,14,1379,1379
"1125","2020-09-24",5,"1B/1B/0",698,42,1233,1233
"1125","2020-09-24",6,"1B/1B/0 D",817,14,1271,1271
"1125","2020-09-24",7,"2B/2B/0",869,42,1419,1419
"1125","2020-09-24",8,"2B/2B/0",1019,28,1507,1507
"1126","2020-09-24",1,"1B/1B/0",861,88,1305,1305
"1126","2020-09-24",2,"1B/1B/0",989,46,1325,1325
"1126","2020-09-24",3,"2B/2B/0",1000,88,1525,1525
"1126","2020-09-24",4,"2B/2B/0",1150,56,1545,1545
"1127","2020-09-24",1,"1B/1B/0",532,84,709,709
"1127","2020-09-24",2,"1B/1B/0",580,64,739,739
"1127","2020-09-24",3,"1B/1B/0",647,80,769,769
"1127","2020-09-24",4,"1B/1B/0",736,32,829,829
"1127","2020-09-24",5,"2B/1B/0",908,16,979,979
"1127","2020-09-24",6,"2B/1B/0",929,24,959,959
"1127","2020-09-24",7,"2B/2B/0",1054,8,1039,1039
"1128","2020-09-24",1,"1B/1B/0",700,120,877,877
"1128","2020-09-24",2,"1B/1B/0",800,45,914,914
"1128","2020-09-24",3,"1B/1B/0 D",972,30,1022,1022
"1128","2020-09-24",4,"2B/2B/0",1077,135,1010,1010
"1131","2020-09-24",1,"1B/1B/0",690,24,1520,1520
"1131","2020-09-24",2,"1B/1B/0",803,24,1520,1520
"1131","2020-09-24",3,"2B/1B/0",922,24,1590,1590
"1131","2020-09-24",4,"2B/1B/0",1051,24,1680,1680
"1131","2020-09-24",5,"2B/2B/0",1104,24,1646,1646
"1131","2020-09-24",6,"2B/2B/0",1110,24,1805,1805
"1131","2020-09-24",7,"2B/2B/1 T",1220,18,2275,2275
"1131","2020-09-24",8,"2B/2B/1 T",1347,18,1925,1925
"1131","2020-09-24",9,"2B/2B/1 T",1396,18,2165,2165
"1131","2020-09-24",10,"3B/2B/1 T",1543,18,2450,2450
"1132","2020-09-24",1,"2B/1B/1",1010,36,760,760
"1132","2020-09-24",2,"2B/1B/1 T",1250,36,790,790
"1132","2020-09-24",3,"3B/2B/1 T",1600,42,900,900
"1133","2020-09-24",1,"0B/1B/0",716,12,700,700
"1133","2020-09-24",2,"1B/1B/0",553,90,640,640
"1133","2020-09-24",3,"1B/1B/0",571,12,677,677
"1133","2020-09-24",4,"1B/1B/0",720,90,752,752
"1133","2020-09-24",5,"1B/1B/0",832,24,767,767
"1133","2020-09-24",6,"2B/2B/0",1047,36,1035,1035
"1133","2020-09-24",7,"2B/2B/0",1246,12,985,985
"1133","2020-09-24",8,"2B/2B/1 T",1455,4,1496,1496
"1134","2020-09-24",1,"1B/1B/0",626,134,1370,1370
"1134","2020-09-24",2,"1B/1B/0",720,74,1455,1455
"1134","2020-09-24",3,"2B/1B/0 D",885,18,1575,1575
"1134","2020-09-24",4,"2B/2B/0",885,78,1645,1645
"1134","2020-09-24",5,"2B/2B/0",1011,28,1770,1770
"1135","2020-09-24",1,"1B/1B/0",532,44,755,755
"1135","2020-09-24",2,"1B/1B/0",647,72,805,805
"1135","2020-09-24",3,"2B/1B/0",908,16,1005,1005
"1135","2020-09-24",4,"2B/1B/1",1050,1,1005,1005
"1136","2020-09-24",1,"1B/1B/0",600,72,599,599
"1136","2020-09-24",2,"1B/1B/0",700,116,660,660
"1136","2020-09-24",3,"1B/1B/0",750,46,700,700
"1136","2020-09-24",4,"1B/1B/0",775,4,694,694
"1136","2020-09-24",5,"1B/1B/0",825,2,774,774
"1136","2020-09-24",6,"2B/2B/0",1000,24,830,830
"1136","2020-09-24",7,"2B/2B/0",1016,34,850,850
"1136","2020-09-24",8,"2B/2B/0",1116,2,999,999
"114","2020-09-12",1,"1B/1B/0",702,12,850,850
"114","2020-09-12",2,"2B/2B/0",939,83,995,995
"114","2020-09-12",3,"2B/2B/0",1008,95,1065,1065
"114","2020-09-23",1,"1B/1B/0",702,12,850,850
"114","2020-09-23",2,"2B/2B/0",939,83,995,995
"114","2020-09-23",3,"2B/2B/0",1008,95,1065,1065
"1140","2020-09-24",1,"1B/1B/0",585,15,1025,1025
"1140","2020-09-24",2,"1B/1B/0",723,24,1295,1295
"1140","2020-09-24",3,"2B/1B/0",958,11,1495,1495
"1140","2020-09-24",4,"3B/2B/0",1100,30,1695,1695
"1141","2020-09-24",1,"1B/1B/0",630,32,751,751
"1141","2020-09-24",2,"2B/2B/0",852,96,888,888
"1141","2020-09-24",3,"3B/2B/0",1130,32,1216,1216
"1142","2020-09-24",1,"1B/1B/0",905,39,1415,1415
"1142","2020-09-24",2,"1B/1B/1",720,38,1400,1400
"1142","2020-09-24",3,"2B/1B/1",1010,12,1425,1425
"1142","2020-09-24",4,"2B/1B/1 D",1110,11,1525,1525
"1142","2020-09-24",5,"2B/2B/0",1165,11,1580,1580
"1142","2020-09-24",6,"2B/2B/0 D",1225,11,1520,1520
"1142","2020-09-24",7,"2B/2B/0 D",1285,11,1610,1610
"1142","2020-09-24",8,"2B/2B/1 T",1200,12,2065,2065
"1142","2020-09-24",9,"2B/2B/1 T",1200,12,1895,1895
"1142","2020-09-24",10,"2B/2B/1 T",1200,12,2165,2165
"1142","2020-09-24",11,"2B/2B/1 T",1310,12,1885,1885
"1142","2020-09-24",12,"2B/3B/0 T",1770,12,2190,2190
"1142","2020-09-24",13,"3B/2B/0 D",1400,6,1700,1700
"1142","2020-09-24",14,"3B/2B/1 T",1580,5,2200,2200
"1142","2020-09-24",15,"3B/2B/1 T",1580,6,2200,2200
"1142","2020-09-24",16,"3B/2B/1 T",1770,6,2190,2190
"1142","2020-09-24",17,"3B/2B/1 T",2040,5,2450,2450
"1142","2020-09-24",18,"3B/3B/1 T",1643,6,2235,2235
"1142","2020-09-24",19,"3B/3B/1 T",1643,6,2335,2335
"1143","2020-09-24",1,"1B/1B/0",600,23,622,622
"1143","2020-09-24",2,"1B/1B/0",630,23,647,647
"1143","2020-09-24",3,"1B/1B/0",670,23,683,683
"1143","2020-09-24",4,"1B/1B/0",700,23,673,673
"1143","2020-09-24",5,"1B/1B/0",730,20,760,760
"1143","2020-09-24",6,"1B/1B/0",780,20,681,681
"1143","2020-09-24",7,"1B/1B/0 D",865,23,885,885
"1143","2020-09-24",8,"1B/1B/0 D",890,23,871,871
"1143","2020-09-24",9,"2B/2B/0",965,13,782,782
"1143","2020-09-24",10,"2B/2B/0",995,13,836,836
"1143","2020-09-24",11,"2B/2B/0",1035,12,870,870
"1143","2020-09-24",12,"2B/2B/0",1060,12,854,854
"1144","2020-09-24",1,"1B/1B/0",676,87,1370,1349
"1144","2020-09-24",2,"2B/1B/0",780,105,1585,1564
"1144","2020-09-24",3,"2B/2B/0",890,59,1649,1512
"1144","2020-09-24",4,"2B/2B/0",1080,43,1705,1563
"1144","2020-09-24",5,"3B/1B/0",1280,1,1497,1497
"1145","2020-09-24",1,"1B/1B/0",700,28,1778,1778
"1145","2020-09-24",2,"2B/1B/0",850,24,1956,1956
"1145","2020-09-24",3,"2B/2B/0",900,40,2098,2098
"1146","2020-09-24",1,"1B/1B/0",530,66,1392,1392
"1146","2020-09-24",2,"1B/1B/0",670,66,1535,1535
"1146","2020-09-24",3,"2B/1B/0",900,66,1641,1641
"1146","2020-09-24",4,"2B/2B/0",950,66,1703,1703
"1147","2020-09-24",1,"1B/1B/0",670,32,2399,1999
"1147","2020-09-24",2,"1B/1B/0",868,46,2692,2243
"1147","2020-09-24",3,"2B/1B/0",935,28,2961,2468
"1147","2020-09-24",4,"2B/2B/0",1100,82,3495,2913
"1148","2020-09-24",1,"1B/1B/0",672,135,1639,1639
"1148","2020-09-24",2,"1B/1B/0 D",800,81,1789,1789
"1148","2020-09-24",3,"2B/1B/1",800,12,1831,1831
"1148","2020-09-24",4,"2B/1B/1",880,75,1866,1866
"1148","2020-09-24",5,"2B/1B/1 T",1050,24,1956,1956
"1148","2020-09-24",6,"2B/2B/0",870,20,1964,1964
"1148","2020-09-24",7,"3B/2B/0 T",1344,8,2361,2361
"1148","2020-09-24",8,"3B/2B/1 T",1344,12,2797,2797
"1149","2020-09-24",1,"1B/1B/0",800,16,1789,1789
"1149","2020-09-24",2,"2B/1B/0",800,27,1831,1831
"1149","2020-09-24",3,"2B/1B/1",880,22,1866,1866
"1149","2020-09-24",4,"2B/1B/1 T",1050,19,1956,1956
"1149","2020-09-24",5,"2B/2B/0",870,36,1905,1905
"1149","2020-09-24",6,"3B/2B/1 T",1344,73,2477,2477
"1151","2020-09-24",1,"1B/1B/0",765,40,2200,2200
"1151","2020-09-24",2,"2B/1B/0",1027,56,2585,2585
"1154","2020-09-24",1,"1B/1B/0",666,72,1565,1532
"1154","2020-09-24",2,"2B/1B/0",837,36,1917,1917
"1154","2020-09-24",3,"2B/2B/0",958,72,2195,2195
"1155","2020-09-24",1,"1B/1B/0",727,60,1659,1590
"1155","2020-09-24",2,"2B/1B/0",971,32,1723,1723
"1155","2020-09-24",3,"2B/2B/0",1024,80,1910,1830
"1155","2020-09-24",4,"3B/2B/0",1208,28,2162,2162
"1156","2020-09-24",1,"0B/1B/0",413,28,1302,1248
"1156","2020-09-24",2,"1B/1B/0",526,28,1494,1494
"1156","2020-09-24",3,"1B/1B/0",545,28,1348,1348
"1156","2020-09-24",4,"1B/1B/0",596,28,1599,1532
"1156","2020-09-24",5,"1B/1B/0",612,28,1499,1499
"1156","2020-09-24",6,"1B/1B/0",628,27,1672,1672
"1156","2020-09-24",7,"1B/1B/0",662,27,1571,1506
"1156","2020-09-24",8,"2B/1B/0",886,27,1874,1796
"1156","2020-09-24",9,"2B/2B/0",928,27,2149,2059
"1156","2020-09-24",10,"2B/2B/0",950,27,2010,1926
"1156","2020-09-24",11,"3B/2B/0",1134,27,2446,2446
"1157","2020-09-24",1,"2B/2B/0",1175,176,2496,2496
"1159","2020-09-24",1,"1B/1B/0",900,87,1945,1945
"1159","2020-09-24",2,"1B/1B/1 L",1050,12,2517,2517
"1159","2020-09-24",3,"2B/2B/0",1200,103,2833,2479
"1159","2020-09-24",4,"2B/2B/0 L",1350,8,2962,2962
